len,age,period,species
558,,pre,NOP
554,,pre,NOP
594,,pre,NOP
607,,pre,NOP
605,,pre,NOP
689,,pre,NOP
691,,pre,NOP
768,,pre,NOP
804,,pre,NOP
813,,pre,NOP
831,,pre,NOP
829,,pre,NOP
199,,post,NOP
273,,post,NOP
265,,post,NOP
274,,post,NOP
274,,post,NOP
260,,post,NOP
250,,post,NOP
298,,post,NOP
288,,post,NOP
297,,post,NOP
287,,post,NOP
294,,post,NOP
297,,post,NOP
286,,post,NOP
293,,post,NOP
277,,post,NOP
319,,post,NOP
319,,post,NOP
318,,post,NOP
309,,post,NOP
303,,post,NOP
308,,post,NOP
310,,post,NOP
324,,post,NOP
313,,post,NOP
314,,post,NOP
322,,post,NOP
345,,post,NOP
345,,post,NOP
338,,post,NOP
337,,post,NOP
332,,post,NOP
328,,post,NOP
338,,post,NOP
345,,post,NOP
363,,post,NOP
352,,post,NOP
362,,post,NOP
368,,post,NOP
351,,post,NOP
368,,post,NOP
356,,post,NOP
363,,post,NOP
357,,post,NOP
350,,post,NOP
358,,post,NOP
373,,post,NOP
377,,post,NOP
391,,post,NOP
376,,post,NOP
383,,post,NOP
375,,post,NOP
393,,post,NOP
381,,post,NOP
380,,post,NOP
376,,post,NOP
388,,post,NOP
379,,post,NOP
385,,post,NOP
389,,post,NOP
375,,post,NOP
420,,post,NOP
420,,post,NOP
417,,post,NOP
424,,post,NOP
408,,post,NOP
407,,post,NOP
424,,post,NOP
400,,post,NOP
416,,post,NOP
402,,post,NOP
401,,post,NOP
408,,post,NOP
405,,post,NOP
419,,post,NOP
401,,post,NOP
402,,post,NOP
422,,post,NOP
404,,post,NOP
423,,post,NOP
401,,post,NOP
402,,post,NOP
402,,post,NOP
402,,post,NOP
410,,post,NOP
401,,post,NOP
440,,post,NOP
425,,post,NOP
441,,post,NOP
447,,post,NOP
425,,post,NOP
429,,post,NOP
430,,post,NOP
432,,post,NOP
439,,post,NOP
439,,post,NOP
442,,post,NOP
433,,post,NOP
428,,post,NOP
427,,post,NOP
447,,post,NOP
427,,post,NOP
449,,post,NOP
437,,post,NOP
432,,post,NOP
433,,post,NOP
433,,post,NOP
436,,post,NOP
428,,post,NOP
449,,post,NOP
433,,post,NOP
441,,post,NOP
432,,post,NOP
425,,post,NOP
442,,post,NOP
458,,post,NOP
469,,post,NOP
452,,post,NOP
465,,post,NOP
466,,post,NOP
461,,post,NOP
462,,post,NOP
459,,post,NOP
471,,post,NOP
467,,post,NOP
457,,post,NOP
457,,post,NOP
470,,post,NOP
457,,post,NOP
474,,post,NOP
468,,post,NOP
453,,post,NOP
471,,post,NOP
473,,post,NOP
473,,post,NOP
478,,post,NOP
479,,post,NOP
483,,post,NOP
477,,post,NOP
494,,post,NOP
482,,post,NOP
479,,post,NOP
482,,post,NOP
497,,post,NOP
481,,post,NOP
475,,post,NOP
495,,post,NOP
496,,post,NOP
494,,post,NOP
478,,post,NOP
480,,post,NOP
497,,post,NOP
483,,post,NOP
490,,post,NOP
486,,post,NOP
489,,post,NOP
482,,post,NOP
484,,post,NOP
513,,post,NOP
522,,post,NOP
503,,post,NOP
501,,post,NOP
522,,post,NOP
519,,post,NOP
519,,post,NOP
507,,post,NOP
523,,post,NOP
520,,post,NOP
521,,post,NOP
519,,post,NOP
509,,post,NOP
503,,post,NOP
517,,post,NOP
512,,post,NOP
549,,post,NOP
548,,post,NOP
535,,post,NOP
527,,post,NOP
543,,post,NOP
534,,post,NOP
557,,post,NOP
567,,post,NOP
555,,post,NOP
562,,post,NOP
597,,post,NOP
587,,post,NOP
589,,post,NOP
575,,post,NOP
596,,post,NOP
591,,post,NOP
610,,post,NOP
622,,post,NOP
616,,post,NOP
607,,post,NOP
619,,post,NOP
610,,post,NOP
641,,post,NOP
660,,post,NOP
